cycle      , unique_vpns, max_counter, mean_counter  , median_counter, std_counter         , approx_ws_ge_1, approx_ws_ge_4, approx_ws_ge_16, approx_ws_ge_32, common_vpns, new_vpns, pages_accessed_flag
10908730944,        4096,           4, 0.458740234375,            0.0, 0.6747806174902848  ,           1514,              9,               0,               0,        4094,        2,                1332
10909731202,        4096,           5, 0.48876953125 ,            0.0, 0.7025142136082766  ,           1586,             13,               0,               0,        4095,        1,                1425
10910731261,        4096,           5, 0.48388671875 ,            0.0, 0.6975362129791961  ,           1583,             12,               0,               0,        4093,        3,                1394
10911732192,        4096,           5, 0.468017578125,            0.0, 0.6734738067965298  ,           1551,              5,               0,               0,        4095,        1,                1375
10912733866,        4096,           5, 0.48046875    ,            0.0, 0.6882874574067419  ,           1581,              9,               0,               0,        4094,        2,                1401
10913735229,        4096,           5, 0.486083984375,            0.0, 0.6912551542369321  ,           1599,             10,               0,               0,        4095,        1,                1423
10914735583,        4096,           5, 0.489013671875,            0.0, 0.7108096751904337  ,           1579,             14,               0,               0,        4095,        1,                1395
10915735590,        4096,           5, 0.467041015625,            0.0, 0.6986927206211386  ,           1520,             13,               0,               0,        4095,        1,                1322
10916735737,        4096,           6, 0.484619140625,            0.0, 0.6954496012759562  ,           1585,              9,               0,               0,        4094,        2,                1430
10917735890,        4096,           5, 0.492431640625,            0.0, 0.7032578660678961  ,           1604,             16,               0,               0,        4093,        3,                1413
10918736170,        4096,           5, 0.503173828125,            0.0, 0.7177232374425625  ,           1612,             13,               0,               0,        4095,        1,                1434
10919736904,        4096,           5, 0.4951171875  ,            0.0, 0.7136199982428252  ,           1586,             12,               0,               0,        4094,        2,                1401
10920738126,        4096,           4, 0.522705078125,            0.0, 0.7244826460498123  ,           1666,             11,               0,               0,        4095,        1,                1482
10921739128,        4096,           5, 0.506103515625,            0.0, 0.716683069492377   ,           1626,             14,               0,               0,        4094,        2,                1412
10922739188,        4096,           5, 0.514892578125,            0.0, 0.7267038761536853  ,           1643,             14,               0,               0,        4095,        1,                1453
10924922303,        4096,           5, 0.45458984375 ,            0.0, 0.6745140233600415  ,           1511,             11,               0,               0,        4095,        1,                1282
10925922441,        4096,           6, 0.669921875   ,            0.0, 0.8094495584324476  ,           2020,             23,               0,               0,        4094,        2,                1908
10926922472,        4096,           5, 0.68798828125 ,            1.0, 0.8090746642694177  ,           2070,             15,               0,               0,        4094,        2,                1783
10927922481,        4096,           5, 0.633056640625,            0.0, 0.7615459148243063  ,           1987,             11,               0,               0,        4095,        1,                1660
10928923211,        4096,           5, 0.57421875    ,            0.0, 0.73245052027317    ,           1837,              8,               0,               0,        4095,        1,                1555
10929923355,        4096,           4, 0.526123046875,            0.0, 0.7206504823227183  ,           1697,             13,               0,               0,        4093,        3,                1449
10930924183,        4096,           5, 0.488525390625,            0.0, 0.687404235759201   ,           1610,              7,               0,               0,        4095,        1,                1406
10931924866,        4096,           5, 0.451416015625,            0.0, 0.6626053474446534  ,           1510,              5,               0,               0,        4093,        3,                1316
10932924978,        4096,           4, 0.43603515625 ,            0.0, 0.6478708387973934  ,           1478,              6,               0,               0,        4094,        2,                1300
10933925970,        4096,           5, 0.434326171875,            0.0, 0.6510834082891438  ,           1457,              4,               0,               0,        4095,        1,                1300
10934926110,        4096,           4, 0.413330078125,            0.0, 0.6287450643084058  ,           1410,              1,               0,               0,        4095,        1,                1241
10935926377,        4096,           4, 0.399169921875,            0.0, 0.6250697573833711  ,           1362,              2,               0,               0,        4095,        1,                1218
10936926951,        4096,           4, 0.40869140625 ,            0.0, 0.6292532206571513  ,           1392,              7,               0,               0,        4095,        1,                1247
10937927201,        4096,           4, 0.40966796875 ,            0.0, 0.6290061350100243  ,           1400,              5,               0,               0,        4095,        1,                1243
10938927296,        4096,           5, 0.421630859375,            0.0, 0.6428778045225227  ,           1433,              5,               0,               0,        4095,        1,                1276
